DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/1/17,16:15,,,40.526356,-74.22706,"(40.526356, -74.22706)",,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3760813,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,16:20,BROOKLYN,11208,40.670822,-73.86886,"(40.670822, -73.86886)",,,689       CRESCENT STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3762070,PASSENGER VEHICLE,,,,
10/1/17,16:20,BROOKLYN,11210,40.629055,-73.94833,"(40.629055, -73.94833)",AVENUE I                        ,EAST 29 STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3764758,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,16:25,BROOKLYN,11237,40.702797,-73.91365,"(40.702797, -73.91365)",SAINT NICHOLAS AVENUE           ,BLEECKER STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3761228,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,16:25,,,40.666573,-73.78632,"(40.666573, -73.78632)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3761158,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
10/1/17,16:28,BROOKLYN,11208,40.683056,-73.8692,"(40.683056, -73.8692)",,,300       LINCOLN AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3762072,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,16:29,,,40.798256,-73.92402,"(40.798256, -73.92402)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3761662,SPORT UTILITY / STATION WAGON,FIRE TRUCK,,,
10/1/17,16:30,BROOKLYN,11204,40.63007,-73.982414,"(40.63007, -73.982414)",17 AVENUE                       ,48 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3760772,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
10/1/17,16:30,BROOKLYN,11222,40.731808,-73.95236,"(40.731808, -73.95236)",,,210       JAVA STREET                   ,0,0,0,0,0,0,0,0,Unspecified,,,,,3761591,SPORT UTILITY / STATION WAGON,,,,
10/1/17,16:30,,,40.761883,-73.80569,"(40.761883, -73.80569)",160 STREET                      ,STATION ROAD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3761395,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,16:30,,,40.67619,-73.9081,"(40.67619, -73.9081)",ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3761146,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,16:30,MANHATTAN,10009,40.73002,-73.98355,"(40.73002, -73.98355)",1 AVENUE                        ,EAST 12 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3761196,TAXI,PASSENGER VEHICLE,,,
10/1/17,16:33,BRONX,10466,40.895145,-73.85641,"(40.895145, -73.85641)",,,4266      WHITE PLAINS ROAD             ,5,0,0,0,0,0,5,0,Unsafe Speed,,,,,3761565,PASSENGER VEHICLE,,,,
10/1/17,16:35,,,40.68286,-73.78116,"(40.68286, -73.78116)",164 STREET                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761303,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,16:37,BROOKLYN,11233,40.671898,-73.92231,"(40.671898, -73.92231)",RALPH AVENUE                    ,PARK PLACE,,0,1,0,0,0,0,0,1,Driver Inattention/Distraction,Unspecified,,,,3761217,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
10/1/17,16:40,QUEENS,11691,40.603947,-73.752335,"(40.603947, -73.752335)",,,19-30     MOTT AVENUE                   ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Other Vehicular,,,,3761054,PASSENGER VEHICLE,,,,
10/1/17,16:40,,,40.867146,-73.885635,"(40.867146, -73.885635)",DECATUR AVENUE                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3762619,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,16:40,,,40.811638,-73.9316,"(40.811638, -73.9316)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3761501,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,16:40,,,40.71209,-73.95722,"(40.71209, -73.95722)",HAVEMEYER STREET                ,,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,3761341,PASSENGER VEHICLE,BICYCLE,,,
10/1/17,16:42,BROOKLYN,11206,40.696354,-73.94071,"(40.696354, -73.94071)",MARCUS GARVEY BOULEVARD         ,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3761163,SPORT UTILITY / STATION WAGON,,,,
10/1/17,16:45,,,40.642887,-73.95454,"(40.642887, -73.95454)",CLARENDON ROAD                  ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3760603,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,16:45,,,40.81144,-73.95211,"(40.81144, -73.95211)",WEST 126 STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3760632,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,16:45,,,40.74163,-73.95306,"(40.74163, -73.95306)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3761884,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,16:45,,,40.80562,-73.97069,"(40.80562, -73.97069)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3760673,SPORT UTILITY / STATION WAGON,,,,
10/1/17,16:50,,,40.60122,-74.01014,"(40.60122, -74.01014)",BAY 17 STREET                   ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3761294,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/1/17,16:55,MANHATTAN,10036,,,,W 45th St                       ,8 avenue,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3760604,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,16:55,,,,,,,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3762503,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,16:56,BROOKLYN,11223,40.60776,-73.97279,"(40.60776, -73.97279)",,,1845      MC DONALD AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761354,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,16:58,,,40.704044,-73.94776,"(40.704044, -73.94776)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3761340,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/1/17,17:00,BRONX,10467,40.881783,-73.86536,"(40.881783, -73.86536)",WILLETT AVENUE                  ,EAST 216 STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,3761561,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,17:00,MANHATTAN,10036,40.75979,-73.98793,"(40.75979, -73.98793)",8 AVENUE                        ,WEST 46 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761653,PASSENGER VEHICLE,TAXI,,,
10/1/17,17:00,MANHATTAN,10007,40.710365,-74.01124,"(40.710365, -74.01124)",CHURCH STREET                   ,CORTLANDT STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3761100,BICYCLE,TAXI,,,
10/1/17,17:10,BRONX,10468,40.87016,-73.89098,"(40.87016, -73.89098)",GRAND CONCOURSE                 ,EAST 198 STREET,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3764169,PASSENGER VEHICLE,,,,
10/1/17,17:10,,,40.814625,-73.92036,"(40.814625, -73.92036)",COURTLANDT AVENUE               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3760595,SPORT UTILITY / STATION WAGON,VAN,,,
10/1/17,17:10,,,40.825935,-73.85913,"(40.825935, -73.85913)",,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3761440,SPORT UTILITY / STATION WAGON,,,,
10/1/17,17:19,,,40.81801,-73.80284,"(40.81801, -73.80284)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3763521,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,17:20,MANHATTAN,10028,40.78024,-73.961365,"(40.78024, -73.961365)",EAST 84 STREET                  ,5 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3761981,PASSENGER VEHICLE,TAXI,,,
10/1/17,17:20,,,40.812916,-73.88122,"(40.812916, -73.88122)",HALLECK STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3760687,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,17:20,,,40.67421,-73.86208,"(40.67421, -73.86208)",SUTTER AVENUE                   ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3762071,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,17:20,BRONX,10464,40.84969,-73.78744,"(40.84969, -73.78744)",CITY ISLAND AVENUE              ,DITMARS STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3761172,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,17:25,,,40.8618,-73.82947,"(40.8618, -73.82947)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761023,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,17:26,BROOKLYN,11215,40.67129,-73.974594,"(40.67129, -73.974594)",,,165       8 AVENUE                      ,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3761516,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,17:27,,,40.79737,-73.91981,"(40.79737, -73.91981)",,,,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3761482,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,17:30,MANHATTAN,10036,,,,12 AVENUE                       ,WEST 42 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3763719,,,,,
10/1/17,17:30,QUEENS,11434,40.65965,-73.773834,"(40.65965, -73.773834)",ROCKAWAY BOULEVARD              ,FARMERS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761298,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,17:30,,,40.663227,-73.93159,"(40.663227, -73.93159)",REMSEN AVENUE                   ,EAST NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3762296,PASSENGER VEHICLE,,,,
10/1/17,17:30,,,40.605568,-74.03118,"(40.605568, -74.03118)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3762364,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,17:30,BROOKLYN,11236,40.640728,-73.90521,"(40.640728, -73.90521)",FLATLANDS AVENUE                ,EAST 91 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3761212,SPORT UTILITY / STATION WAGON,,,,
10/1/17,17:35,,,40.680717,-73.9463,"(40.680717, -73.9463)",MARCY AVENUE                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761576,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,17:37,,,40.75601,-73.863266,"(40.75601, -73.863266)",34 AVENUE                       ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3760724,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,17:40,,,40.787857,-73.96745,"(40.787857, -73.96745)",CENTRAL PARK WEST               ,,,1,0,1,0,0,0,0,0,Driver Inexperience,,,,,3760686,SPORT UTILITY / STATION WAGON,,,,
10/1/17,17:43,,,40.666477,-73.808136,"(40.666477, -73.808136)",,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3761587,MOTORCYCLE,PASSENGER VEHICLE,,,
10/1/17,17:45,,,40.859657,-73.93005,"(40.859657, -73.93005)",NAGLE AVENUE                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761940,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,17:47,BRONX,10455,40.815697,-73.91678,"(40.815697, -73.91678)",EAST 149 STREET                 ,BERGEN AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3761503,BICYCLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,17:48,MANHATTAN,10018,40.757065,-74.00106,"(40.757065, -74.00106)",11 AVENUE                       ,WEST 36 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3762571,PICK-UP TRUCK,,,,
10/1/17,17:48,MANHATTAN,10033,40.852287,-73.92919,"(40.852287, -73.92919)",,,532       WEST 187 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761941,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,17:50,QUEENS,11358,40.76259,-73.80464,"(40.76259, -73.80464)",NORTHERN BOULEVARD              ,161 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3761403,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,17:50,,,40.67884,-73.75419,"(40.67884, -73.75419)",SPRINGFIELD BOULEVARD           ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3762268,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,17:51,MANHATTAN,10018,40.753437,-73.98716,"(40.753437, -73.98716)",,,1407      BROADWAY                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3760605,SPORT UTILITY / STATION WAGON,,,,
10/1/17,17:56,MANHATTAN,10075,40.773598,-73.9578,"(40.773598, -73.9578)",3 AVENUE                        ,EAST 78 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3761984,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,18:00,BROOKLYN,11206,40.70506,-73.9411,"(40.70506, -73.9411)",,,110       HUMBOLDT STREET               ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3761338,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,18:00,QUEENS,11354,40.77022,-73.83055,"(40.77022, -73.83055)",138 STREET                      ,31 ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3761411,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,18:00,QUEENS,11374,40.71076,-73.85755,"(40.71076, -73.85755)",TROTTING COURSE LANE            ,73 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3761153,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,18:00,QUEENS,11375,40.718388,-73.85656,"(40.718388, -73.85656)",HARROW STREET                   ,YELLOWSTONE BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3761152,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,18:00,,,40.846096,-73.91919,"(40.846096, -73.91919)",FEATHERBED LANE                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3761149,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,18:00,,,40.607944,-73.972824,"(40.607944, -73.972824)",MC DONALD AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3761356,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,18:00,BROOKLYN,11213,40.669098,-73.93666,"(40.669098, -73.93666)",EASTERN PARKWAY                 ,TROY AVENUE,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Unspecified,,,,3764574,BICYCLE,PASSENGER VEHICLE,,,
10/1/17,18:00,QUEENS,11427,40.73032,-73.74419,"(40.73032, -73.74419)",BRADDOCK AVENUE                 ,HILLSIDE AVENUE,,1,0,0,0,0,0,1,0,Glare,Unspecified,,,,3761171,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,18:00,,,40.811108,-73.92734,"(40.811108, -73.92734)",EAST 138 STREET                 ,3 AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3761504,BICYCLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,18:00,,,40.73652,-73.92834,"(40.73652, -73.92834)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3760810,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,18:05,MANHATTAN,10040,40.854507,-73.93054,"(40.854507, -73.93054)",,,615       WEST 189 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761945,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,18:05,QUEENS,11357,40.77812,-73.800606,"(40.77812, -73.800606)",163 STREET                      ,21 ROAD,,1,0,0,0,0,0,1,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3761194,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,18:09,BROOKLYN,11224,40.575428,-73.977875,"(40.575428, -73.977875)",SURF AVENUE                     ,WEST 10 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3761445,SPORT UTILITY / STATION WAGON,,,,
10/1/17,18:15,QUEENS,11432,40.707466,-73.7887,"(40.707466, -73.7887)",JAMAICA AVENUE                  ,171 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3761150,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,18:24,,,40.79537,-73.921974,"(40.79537, -73.921974)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unsafe Lane Changing,,,,3761663,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,18:25,,,40.693924,-73.7541,"(40.693924, -73.7541)",LINDEN BOULEVARD                ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3761302,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,18:30,BRONX,10453,40.855785,-73.90558,"(40.855785, -73.90558)",EAST 181 STREET                 ,JEROME AVENUE,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unsafe Lane Changing,,,,3761207,PASSENGER VEHICLE,BICYCLE,,,
10/1/17,18:30,BRONX,10466,40.895203,-73.8564,"(40.895203, -73.8564)",,,4275      WHITE PLAINS ROAD             ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3761564,SPORT UTILITY / STATION WAGON,,,,
10/1/17,18:30,MANHATTAN,10021,40.773052,-73.96241,"(40.773052, -73.96241)",EAST 75 STREET                  ,PARK AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3761835,TAXI,TAXI,,,
10/1/17,18:30,BRONX,10466,40.885574,-73.82888,"(40.885574, -73.82888)",,,4075      BOSTON ROAD                   ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3761119,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,18:30,QUEENS,11417,40.679893,-73.85066,"(40.679893, -73.85066)",88 STREET                       ,LIBERTY AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3761523,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,18:40,,,40.7206,-73.95476,"(40.7206, -73.95476)",NORTH 12 STREET                 ,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3761593,PASSENGER VEHICLE,,,,
10/1/17,18:41,BROOKLYN,11201,40.701588,-73.98863,"(40.701588, -73.98863)",ADAMS STREET                    ,YORK STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3762019,PASSENGER VEHICLE,,,,
10/1/17,18:44,BROOKLYN,11220,40.64777,-74.01474,"(40.64777, -74.01474)",50 STREET                       ,3 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,3761213,MOTORCYCLE,,,,
10/1/17,18:45,BRONX,10452,40.832623,-73.92537,"(40.832623, -73.92537)",EAST 165 STREET                 ,JEROME AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3762008,TAXI,SPORT UTILITY / STATION WAGON,,,
10/1/17,18:45,,,40.721573,-73.99735,"(40.721573, -73.99735)",CLEVELAND PLACE                 ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3762847,SPORT UTILITY / STATION WAGON,TAXI,,,
10/1/17,18:45,,,40.82949,-73.87326,"(40.82949, -73.87326)",,,,0,0,0,0,0,0,0,0,Following Too Closely,View Obstructed/Limited,,,,3761451,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,18:45,,,40.737736,-73.98055,"(40.737736, -73.98055)",EAST 23 STREET                  ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3760670,PASSENGER VEHICLE,BICYCLE,,,
10/1/17,18:50,MANHATTAN,10019,40.766502,-73.99418,"(40.766502, -73.99418)",11 AVENUE                       ,WEST 51 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3761636,PASSENGER VEHICLE,,,,
10/1/17,18:50,MANHATTAN,10036,40.75979,-73.98793,"(40.75979, -73.98793)",8 AVENUE                        ,WEST 46 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761642,TAXI,TAXI,,,
10/1/17,18:50,QUEENS,11375,,,,68 DRIVE                        ,queens blvd,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3761295,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,18:51,STATEN ISLAND,10301,40.635616,-74.09245,"(40.635616, -74.09245)",LAFAYETTE AVENUE                ,BRIGHTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3774648,PASSENGER VEHICLE,,,,
10/1/17,18:51,,,40.792927,-73.94791,"(40.792927, -73.94791)",EAST 106 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3762890,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,18:51,,,40.603004,-73.96156,"(40.603004, -73.96156)",AVENUE S                        ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3761353,PASSENGER VEHICLE,BICYCLE,,,
10/1/17,18:55,BROOKLYN,11203,40.652855,-73.945915,"(40.652855, -73.945915)",EAST 34 STREET                  ,LINDEN BOULEVARD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3761116,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/1/17,18:57,,,40.66095,-73.92906,"(40.66095, -73.92906)",RUTLAND ROAD                    ,REMSEN AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3763746,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,19:00,QUEENS,11372,40.748558,-73.87523,"(40.748558, -73.87523)",,,91-11     ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3763101,PASSENGER VEHICLE,,,,
10/1/17,19:00,QUEENS,11413,40.66709,-73.76376,"(40.66709, -73.76376)",NORTH CONDUIT AVENUE            ,181 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3761296,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,19:00,STATEN ISLAND,10301,40.631695,-74.1029,"(40.631695, -74.1029)",WALBROOKE AVENUE                ,GREGG PLACE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3761424,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,19:00,,,40.65735,-73.97405,"(40.65735, -73.97405)",16 STREET                       ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3761214,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,19:00,,,40.751484,-73.98204,"(40.751484, -73.98204)",5 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3760608,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,19:00,,,40.653545,-73.89743,"(40.653545, -73.89743)",STANLEY AVENUE                  ,,,1,0,0,0,1,0,0,0,Alcohol Involvement,,,,,3762076,BICYCLE,,,,
10/1/17,19:05,,,40.831448,-73.83118,"(40.831448, -73.83118)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3763170,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,,
10/1/17,19:10,,,40.68888,-73.960014,"(40.68888, -73.960014)",CLASSON AVENUE                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3761272,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,19:10,,,40.847073,-73.928375,"(40.847073, -73.928375)",,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,,3761961,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
10/1/17,19:15,,,40.604153,-74.05198,"(40.604153, -74.05198)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3761996,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,19:15,,,40.6872,-73.813324,"(40.6872, -73.813324)",131 STREET                      ,,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,,,,3761525,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
